voxel_id,v_x,v_y,v_z
airplane_0637_phys_0,-0.38126546758072904,-0.9165038688089435,0.1210673436096088
airplane_0637_phys_1,-0.5520326792141704,0.8231461726477325,0.13300488538025362
airplane_0629_phys_0,0.21017228870286472,0.23043791218185428,0.9501189281825027
airplane_0629_phys_1,0.5736127151517044,0.43793552184474405,-0.6922289590322418
airplane_0627_phys_0,0.6241111154575141,0.3253076816336741,0.7103944170899023
airplane_0627_phys_1,0.8776939408653439,-0.4713190409848925,0.08667010888041826
airplane_0631_phys_0,-0.2208668710977001,0.38743453714998466,0.8950487722324907
airplane_0631_phys_1,0.6016526750062128,0.7136990104258306,-0.3586750356172825
airplane_0632_phys_0,-0.146102077166846,0.2910309850778921,-0.9454920141239294
airplane_0632_phys_1,-0.5732875155384557,-0.8054699160433019,-0.1501986646975976
airplane_0638_phys_0,-0.7473160636724246,0.3617409291797461,0.5573707932187754
airplane_0638_phys_1,0.166918274679378,0.23343122523677462,-0.9579395349720763
airplane_0645_phys_0,-0.018940386182652605,-0.5428415609330115,-0.8396215227678859
airplane_0645_phys_1,-0.6131174380240487,0.4689984079472456,0.6357102331516898
airplane_0635_phys_0,-0.48291926707824717,0.6328425256119332,0.6052266676723013
airplane_0635_phys_1,-0.9103708047678315,0.3273936860699113,0.2530580410655378
airplane_0630_phys_0,-0.9796540691638207,0.09878107971415903,0.1747003235866295
airplane_0630_phys_1,0.28400620444812824,-0.8554179571483976,-0.43312884275124197
airplane_0644_phys_0,0.3324223519219429,0.94084676581442,0.06559529860615104
airplane_0644_phys_1,0.9561661493773654,-0.23253797603307425,-0.1779673691644152
airplane_0634_phys_0,0.5361697190133912,0.8423839380074273,-0.05395677344134148
airplane_0634_phys_1,0.7317453077540296,-0.42819509243552795,0.5302808382301686
airplane_0639_phys_0,-0.33693353541743537,0.6354100334472855,-0.6947876525281862
airplane_0639_phys_1,-0.6493816999232012,-0.26450582914643656,-0.7129797151058433
airplane_0636_phys_0,0.11847164511489648,0.6630194308460404,0.7391682512286109
airplane_0636_phys_1,0.2243625418168494,0.5193225988353807,-0.8246001989863626
airplane_0633_phys_0,0.31960541531894704,0.9307852220553723,0.17745773835517833
airplane_0633_phys_1,-0.6388356421055357,-0.043647762023392433,-0.7681040914133692
airplane_0651_phys_0,-0.04632741172392793,-0.9557633010550518,0.29046563183845364
airplane_0651_phys_1,-0.9165974364523204,0.39209725278753854,0.07815934906010709
airplane_0642_phys_0,-0.9844210243988152,0.1618970086618661,0.0685901254403795
airplane_0642_phys_1,0.8640014163495358,0.5021473849389324,-0.036736308265637584
airplane_0640_phys_0,0.5236053015681946,-0.8513854249040187,0.0313104843572165
airplane_0640_phys_1,-0.05437345761964987,-0.9408432677873997,-0.3344510017410796
airplane_0658_phys_0,0.5230476008863041,0.8491500060979722,0.07324939829715663
airplane_0658_phys_1,0.28650136851002683,-0.8558596375205436,0.43060567426020485
airplane_0655_phys_0,-0.20018778726564257,0.7651131268672209,-0.6119859090903562
airplane_0655_phys_1,0.547021365350653,0.8345566198611447,-0.06544367116725959
airplane_0649_phys_0,0.4922534500614024,0.020316909312079075,-0.8702147804413869
airplane_0649_phys_1,-0.8561681761249658,0.23270118052016947,0.46133091677815086
airplane_0650_phys_0,-0.1887350733428122,0.8209428756422301,0.5389173100045583
airplane_0650_phys_1,-0.7392769489050345,-0.6722213680077455,-0.03985003402079155
airplane_0662_phys_0,-0.55819199807681,0.7883802987230486,-0.2586081937378924
airplane_0662_phys_1,0.03734297697831496,-0.38109166903230873,-0.9237827893312186
airplane_0653_phys_0,0.12314032070134656,-0.6137640866021357,0.7798269727413997
airplane_0653_phys_1,-0.10022736765478717,-0.8450752237505497,0.52516886900877
airplane_0646_phys_0,0.5301794174080665,-0.47047121796023095,0.7053840219539
airplane_0646_phys_1,-0.9808828366749381,0.19457853798442754,0.0028378288125672085
airplane_0661_phys_0,0.3591293468793328,0.4225000335987144,-0.832177765756277
airplane_0661_phys_1,0.6726306043614434,0.22417492302857778,0.705204703587186
airplane_0664_phys_0,0.08059006971796798,0.05459095519998902,-0.9952512588654214
airplane_0664_phys_1,-0.685972530737762,-0.653011383535157,0.3209638921229777
airplane_0648_phys_0,0.6187600370943237,-0.4637054472455841,0.6341240215366425
airplane_0648_phys_1,0.31986196924943955,0.8672087789425987,-0.3816244939109094
airplane_0654_phys_0,0.4323342415733991,0.3736980120096923,-0.8206320121608451
airplane_0654_phys_1,-0.08525819142376966,0.4874809817359176,0.8689610654344266
airplane_0660_phys_0,0.6527099508313301,0.5419967114174512,0.5293479809146634
airplane_0660_phys_1,-0.4033353444873611,-0.44028795755093936,0.8021640195888146
airplane_0652_phys_0,-0.37378091300070115,-0.42002702411154985,0.8269613824673786
airplane_0652_phys_1,0.7488340136403654,-0.6474979459836503,0.14140024739092624
airplane_0656_phys_0,0.9412587207949791,0.12603012724971963,-0.31328649436708755
airplane_0656_phys_1,-0.9230317837910436,0.11451869555784744,0.367284350986063
airplane_0665_phys_0,-0.9460361931881555,-0.18114636064370726,0.2687034000596254
airplane_0665_phys_1,0.2692137602860089,0.9562845535755763,-0.11420947362381217
airplane_0675_phys_0,-0.35560653585851343,0.7196672998765364,-0.5963413193324132
airplane_0675_phys_1,-0.31938018012124586,-0.5898789052211697,-0.7416462618531795
airplane_0670_phys_0,-0.7275276437604334,-0.5816670544215985,0.36382271144733835
airplane_0670_phys_1,0.8724698203015677,0.010079701320023587,0.4885640308948761
airplane_0657_phys_0,0.5930162254822668,0.7966115889792806,-0.11722513646258215
airplane_0657_phys_1,0.3808738843169032,-0.6590367980273212,0.6485411190443133
airplane_0643_phys_0,-0.733669526613456,0.6751045746830407,-0.07721942087854687
airplane_0643_phys_1,0.10982805773943276,-0.5775266771052322,0.8089503909171271
airplane_0673_phys_0,0.49092655035091365,-0.870785915563719,0.026888871609043564
airplane_0673_phys_1,-0.4700836151037108,0.8826217271778819,0.0005305888795786308
airplane_0671_phys_0,-0.6296525003540507,0.5571341932699425,-0.541423327431819
airplane_0671_phys_1,-0.9643645756823291,-0.24068920512758069,-0.10986205761815444
airplane_0667_phys_0,0.9202115445855485,-0.27803924571689675,0.27550842283432675
airplane_0667_phys_1,-0.1515356972045053,-0.5020165195591806,-0.8514789172741926
airplane_0672_phys_0,-0.798557968095905,0.19242574130020912,0.570331049194768
airplane_0672_phys_1,0.20778562060676425,-0.2995990083300816,-0.9311635571029901
airplane_0663_phys_0,0.8124519319722672,0.29221838200560946,-0.5045099359304575
airplane_0663_phys_1,0.25205614185887565,0.3432560805017602,-0.9047889060713485
airplane_0674_phys_0,-0.35270517428923165,0.03542258488395822,-0.9350637948876759
airplane_0674_phys_1,-0.15153575250088616,0.8346459709119884,-0.529530942395602
airplane_0659_phys_0,-0.7993851643397012,-0.5857900147015892,0.13354182007708706
airplane_0659_phys_1,-0.30172278419963366,-0.5292854118959893,-0.792981912939327
airplane_0677_phys_0,-0.8234040674944941,0.22246520798542752,-0.5220296666565253
airplane_0677_phys_1,-0.832562836718751,-0.4434642155058142,-0.3319316382640248
airplane_0666_phys_0,-0.07251099237613416,-0.3590419198912036,-0.9305004329636105
airplane_0666_phys_1,0.37643885528300075,0.1390272534004252,-0.9159504413695961
airplane_0668_phys_0,-0.25570719073898673,-0.18389833430177657,0.9491023312822531
airplane_0668_phys_1,-0.5848123581569326,-0.7714637079396798,0.25067559330514877
airplane_0669_phys_0,-0.544954919161043,-0.4489305597137879,0.7081564012541625
airplane_0669_phys_1,-0.2813815746968002,-0.8591021175033827,0.42751369699970204
airplane_0680_phys_0,-0.23581400321085705,-0.2921019563933126,-0.9268593220984883
airplane_0680_phys_1,-0.9307372211579061,0.17516851193222854,0.3210050117657165
airplane_0682_phys_0,0.9792125825925466,-0.021258708796736716,0.20171957116931077
airplane_0682_phys_1,0.0890152353071787,-0.9191015881494025,0.38383402473524114
airplane_0690_phys_0,0.6696653987075695,-0.3552842497405015,0.6521666624875586
airplane_0690_phys_1,0.6281557165346934,-0.7764138914992684,0.05100847843004553
airplane_0687_phys_0,-0.6068405707054354,0.7109129509643564,0.35545365084220515
airplane_0687_phys_1,-0.6952807587751728,0.30408635953096735,0.6512420075703221
airplane_0694_phys_0,-0.7518037050960742,0.4734281564502329,0.4589738224386539
airplane_0694_phys_1,-0.269573924427247,-0.6550389731742415,0.7058709817606389
airplane_0641_phys_0,0.47038844892959497,-0.86977561597671,0.149080800125115
airplane_0641_phys_1,0.7572512038945628,0.586259073181637,0.2878730854255801
airplane_0628_phys_0,0.09401142412869667,-0.22292963346170425,0.9702907969562139
airplane_0628_phys_1,0.5027138363615414,0.7438928246206474,-0.4403433480916639
airplane_0684_phys_0,-0.9197116294389287,0.326544759705127,0.21794274152609863
airplane_0684_phys_1,0.991516002655503,0.1261546271370147,0.03132134304230472
airplane_0689_phys_0,-0.4941672958612863,0.47186885427115866,-0.7301633160259204
airplane_0689_phys_1,0.18822856663481832,0.9804533103068458,0.05728274618896799
airplane_0697_phys_0,0.9343216402180267,0.04961421723688077,0.3529610489392106
airplane_0697_phys_1,0.3905203137096102,0.11652862847942265,0.9131894454738579
airplane_0688_phys_0,0.8875181019828318,-0.3981933410625216,0.2318484025958737
airplane_0688_phys_1,-0.1300029146260191,-0.5207402995088819,-0.8437587230103996
